###Movement values in mm###
X	Y	A		sX	sY	sA
1248.84	598.554	-3.64483		16.2175	0.388898	0.000202333
1249.36	597.601	-3.64483		16.2386	0.406211	0.000205471
1249.89	596.648	-3.64483		16.2597	0.423896	0.000208608
1250.41	595.695	-3.64483		16.281	0.441961	0.000211746
1250.94	594.742	-3.64483		16.3024	0.46041	0.000214883
1251.46	593.788	-3.64483		16.3239	0.47925	0.000218021
1251.99	592.835	-3.64483		16.3455	0.498487	0.000221158
1252.51	591.882	-3.64483		16.3673	0.518125	0.000224296
1253.04	590.929	-3.64483		16.3892	0.53817	0.000227433
1253.56	589.976	-3.64483		16.4112	0.558629	0.000230571
1254.09	589.022	-3.64483		16.4333	0.579507	0.000233709
1254.61	588.069	-3.64483		16.4555	0.60081	0.000236846
1255.14	587.116	-3.64483		16.4779	0.622543	0.000239984
1255.66	586.163	-3.64483		16.5004	0.644712	0.000243121
1256.19	585.21	-3.64483		16.5231	0.667323	0.000246259
1256.71	584.256	-3.64483		16.5459	0.690382	0.000249396
1257.24	583.303	-3.64483		16.5688	0.713893	0.000252534
1257.76	582.35	-3.64483		16.5919	0.737864	0.000255671
1258.29	581.397	-3.64483		16.6151	0.762299	0.000258809
1258.81	580.443	-3.64483		16.6384	0.787204	0.000261947
1259.33	579.49	-3.64483		16.6619	0.812586	0.000265084
1259.86	578.537	-3.64483		16.6855	0.838449	0.000268222
1260.38	577.584	-3.64483		16.7093	0.8648	0.000271359
1260.91	576.631	-3.64483		16.7333	0.891643	0.000274497
1261.43	575.677	-3.64483		16.7573	0.918986	0.000277634
1261.96	574.724	-3.64483		16.7816	0.946833	0.000280772
1262.48	573.771	-3.64483		16.806	0.97519	0.000283909
1263.01	572.818	-3.64483		16.8305	1.00406	0.000287047
1263.53	571.865	-3.64483		16.8552	1.03346	0.000290185
1264.06	570.911	-3.64483		16.8801	1.06338	0.000293322
1264.58	569.958	-3.64483		16.9051	1.09384	0.00029646
1265.11	569.005	-3.64483		16.9303	1.12483	0.000299597
1265.63	568.052	-3.64483		16.9557	1.15637	0.000302735
1266.16	567.099	-3.64483		16.9812	1.18846	0.000305872
1266.68	566.145	-3.64483		17.0069	1.2211	0.00030901
1267.21	565.192	-3.64483		17.0328	1.25431	0.000312147
1267.73	564.239	-3.64483		17.0588	1.28808	0.000315285
1268.26	563.286	-3.64483		17.085	1.32243	0.000318423
1268.78	562.333	-3.64483		17.1114	1.35735	0.00032156
1269.31	561.379	-3.64483		17.1379	1.39286	0.000324698
1269.83	560.426	-3.64483		17.1647	1.42896	0.000327835
1270.35	559.473	-3.64483		17.1916	1.46565	0.000330973
1270.88	558.52	-3.64483		17.2187	1.50295	0.00033411
1271.4	557.566	-3.64483		17.246	1.54085	0.000337248
1271.93	556.613	-3.64483		17.2735	1.57937	0.000340385
1272.45	555.66	-3.64483		17.3011	1.6185	0.000343523
1272.98	554.707	-3.64483		17.329	1.65826	0.00034666
1273.5	553.754	-3.64483		17.357	1.69865	0.000349798
1274.03	552.8	-3.64483		17.3852	1.73968	0.000352936
1274.55	551.847	-3.64483		17.4137	1.78134	0.000356073
1275.08	550.894	-3.64483		17.4423	1.82366	0.000359211
1275.6	549.941	-3.64483		17.4711	1.86662	0.000362348
1276.13	548.988	-3.64483		17.5001	1.91025	0.000365486
1276.65	548.034	-3.64483		17.5293	1.95454	0.000368623
1277.18	547.081	-3.64483		17.5588	1.99949	0.000371761
1277.7	546.128	-3.64483		17.5884	2.04513	0.000374898
1278.23	545.175	-3.64483		17.6182	2.09144	0.000378036
1278.75	544.222	-3.64483		17.6483	2.13845	0.000381174
1279.28	543.268	-3.64483		17.6785	2.18614	0.000384311
1279.8	542.315	-3.64483		17.709	2.23453	0.000387449
1280.32	541.362	-3.64483		17.7397	2.28363	0.000390586
1280.85	540.409	-3.64483		17.7706	2.33344	0.000393724
1281.37	539.456	-3.64483		17.8017	2.38396	0.000396861
1281.9	538.502	-3.64483		17.833	2.4352	0.000399999
1282.42	537.549	-3.64483		17.8646	2.48717	0.000403136
1282.95	536.596	-3.64483		17.8963	2.53988	0.000406274
1283.47	535.643	-3.64483		17.9283	2.59332	0.000409412
1284	534.689	-3.64483		17.9605	2.6475	0.000412549
1284.52	533.736	-3.64483		17.993	2.70244	0.000415687
1285.05	532.783	-3.64483		18.0257	2.75813	0.000418824
1285.57	531.83	-3.64483		18.0586	2.81458	0.000421962
1286.1	530.877	-3.64483		18.0917	2.8718	0.000425099
1286.62	529.923	-3.64483		18.1251	2.92979	0.000428237
1287.15	528.97	-3.64483		18.1587	2.98856	0.000431374
1287.67	528.017	-3.64483		18.1925	3.04811	0.000434512
1288.2	527.064	-3.64483		18.2266	3.10846	0.00043765
1288.72	526.111	-3.64483		18.261	3.16959	0.000440787
1289.25	525.157	-3.64483		18.2955	3.23153	0.000443925
1289.77	524.204	-3.64483		18.3303	3.29428	0.000447062
1290.3	523.251	-3.64483		18.3654	3.35784	0.0004502
1290.82	522.298	-3.64483		18.4007	3.42221	0.000453337
1291.34	521.345	-3.64483		18.4363	3.48741	0.000456475
1291.87	520.391	-3.64483		18.4721	3.55344	0.000459612
1292.39	519.438	-3.64483		18.5081	3.62031	0.00046275
1292.92	518.485	-3.64483		18.5445	3.68801	0.000465888
1293.44	517.532	-3.64483		18.581	3.75657	0.000469025
1293.97	516.579	-3.64483		18.6179	3.82597	0.000472163
1294.49	515.625	-3.64483		18.655	3.89623	0.0004753
1295.02	514.672	-3.64483		18.6923	3.96736	0.000478438
1295.54	513.719	-3.64483		18.7299	4.03935	0.000481575
1296.07	512.766	-3.64483		18.7678	4.11223	0.000484713
1296.59	511.812	-3.64483		18.806	4.18598	0.00048785
1297.12	510.859	-3.64483		18.8444	4.26062	0.000490988
1297.64	509.906	-3.64483		18.8831	4.33615	0.000494126
1298.17	508.953	-3.64483		18.922	4.41257	0.000497263
1298.69	508	-3.64483		18.9613	4.48991	0.000500401
1299.22	507.046	-3.64483		19.0008	4.56815	0.000503538
1299.74	506.093	-3.64483		19.0406	4.6473	0.000506676
1300.27	505.14	-3.64483		19.0806	4.72738	0.000509813
1300.79	504.187	-3.64483		19.121	4.80838	0.000512951
1301.31	503.234	-3.64483		19.1616	4.89032	0.000516088
1301.84	502.28	-3.64483		19.2025	4.97319	0.000519226
1302.36	501.327	-3.64483		19.2437	5.05701	0.000522364
1302.89	500.374	-3.64483		19.2852	5.14178	0.000525501
1303.41	499.421	-3.64483		19.327	5.2275	0.000528639
1303.94	498.468	-3.64483		19.3691	5.31418	0.000531776
1304.46	497.514	-3.64483		19.4114	5.40183	0.000534914
1304.99	496.561	-3.64483		19.4541	5.49045	0.000538051
1305.51	495.608	-3.64483		19.497	5.58005	0.000541189
1306.04	494.655	-3.64483		19.5403	5.67063	0.000544326
1306.56	493.702	-3.64483		19.5838	5.7622	0.000547464
1307.09	492.748	-3.64483		19.6277	5.85477	0.000550601
1307.61	491.795	-3.64483		19.6718	5.94833	0.000553739
1308.14	490.842	-3.64483		19.7163	6.0429	0.000556877
1308.66	489.889	-3.64483		19.7611	6.13849	0.000560014
1309.19	488.935	-3.64483		19.8061	6.23509	0.000563152
1309.71	487.982	-3.64483		19.8515	6.33272	0.000566289
1310.24	487.029	-3.64483		19.8972	6.43137	0.000569427
1310.76	486.076	-3.64483		19.9432	6.53106	0.000572564
1311.29	485.123	-3.64483		19.9896	6.63179	0.000575702
1311.81	484.169	-3.64483		20.0362	6.73356	0.000578839
1312.33	483.216	-3.64483		20.0832	6.83639	0.000581977
1312.86	482.263	-3.64483		20.1304	6.94028	0.000585115
1313.38	481.31	-3.64483		20.1781	7.04523	0.000588252
1313.91	480.357	-3.64483		20.226	7.15124	0.00059139
1314.43	479.403	-3.64483		20.2742	7.25834	0.000594527
1314.96	478.45	-3.64483		20.3228	7.36651	0.000597665
1315.48	477.497	-3.64483		20.3717	7.47577	0.000600802
1316.01	476.544	-3.64483		20.421	7.58612	0.00060394
1316.53	475.591	-3.64483		20.4705	7.69757	0.000607077
1317.06	474.637	-3.64483		20.5205	7.81012	0.000610215
1317.58	473.684	-3.64483		20.5707	7.92378	0.000613353
1318.11	472.731	-3.64483		20.6213	8.03855	0.00061649
1318.63	471.778	-3.64483		20.6722	8.15445	0.000619628
1319.16	470.825	-3.64483		20.7235	8.27147	0.000622765
1319.68	469.871	-3.64483		20.7751	8.38962	0.000625903
1320.21	468.918	-3.64483		20.827	8.50891	0.00062904
1320.73	467.965	-3.64483		20.8793	8.62934	0.000632178
1321.26	467.012	-3.64483		20.932	8.75092	0.000635315
1321.78	466.058	-3.64483		20.985	8.87366	0.000638453
1322.3	465.105	-3.64483		21.0383	8.99756	0.000641591
1322.83	464.152	-3.64483		21.092	9.12262	0.000644728
1323.35	463.199	-3.64483		21.1461	9.24885	0.000647866
1323.88	462.246	-3.64483		21.2005	9.37627	0.000651003
1324.4	461.292	-3.64483		21.2552	9.50486	0.000654141
1324.93	460.339	-3.64483		21.3104	9.63464	0.000657278
1325.45	459.386	-3.64483		21.3659	9.76562	0.000660416
1325.98	458.433	-3.64483		21.4217	9.8978	0.000663553
1326.5	457.48	-3.64483		21.4779	10.0312	0.000666691
1327.03	456.526	-3.64483		21.5345	10.1658	0.000669829
1327.55	455.573	-3.64483		21.5915	10.3016	0.000672966
1328.08	454.62	-3.64483		21.6488	10.4386	0.000676104
1328.6	453.667	-3.64483		21.7065	10.5769	0.000679241
1329.13	452.714	-3.64483		21.7646	10.7164	0.000682379
1329.65	451.76	-3.64483		21.8231	10.8571	0.000685516
1330.18	450.807	-3.64483		21.8819	10.9991	0.000688654
1330.7	449.854	-3.64483		21.9411	11.1423	0.000691791
1331.23	448.901	-3.64483		22.0007	11.2868	0.000694929
1331.75	447.948	-3.64483		22.0606	11.4326	0.000698067
1332.28	446.994	-3.64483		22.121	11.5796	0.000701204
1332.8	446.041	-3.64483		22.1817	11.7279	0.000704342
1333.32	445.088	-3.64483		22.2429	11.8775	0.000707479
1333.85	444.135	-3.64483		22.3044	12.0284	0.000710617
1334.37	443.181	-3.64483		22.3663	12.1805	0.000713754
1334.9	442.228	-3.64483		22.4286	12.334	0.000716892
1335.42	441.275	-3.64483		22.4913	12.4887	0.000720029
1335.95	440.322	-3.64483		22.5544	12.6448	0.000723167
1336.47	439.369	-3.64483		22.6179	12.8022	0.000726305
1337	438.415	-3.64483		22.6818	12.9609	0.000729442
1337.52	437.462	-3.64483		22.7461	13.1209	0.00073258
1338.05	436.509	-3.64483		22.8108	13.2822	0.000735717
1338.57	435.556	-3.64483		22.8759	13.4449	0.000738855
1339.1	434.603	-3.64483		22.9414	13.609	0.000741992
1339.62	433.649	-3.64483		23.0073	13.7743	0.00074513
1340.15	432.696	-3.64483		23.0737	13.9411	0.000748267
1340.67	431.743	-3.64483		23.1404	14.1092	0.000751405
1341.2	430.79	-3.64483		23.2076	14.2786	0.000754543
1341.72	429.837	-3.64483		23.2751	14.4495	0.00075768
1342.25	428.883	-3.64483		23.3431	14.6217	0.000760818
1342.77	427.93	-3.64483		23.4115	14.7953	0.000763955
1343.3	426.977	-3.64483		23.4803	14.9702	0.000767093
1343.82	426.024	-3.64483		23.5496	15.1466	0.00077023
1344.34	425.071	-3.64483		23.6193	15.3244	0.000773368
1344.87	424.117	-3.64483		23.6894	15.5036	0.000776505
1345.39	423.164	-3.64483		23.7599	15.6842	0.000779643
1345.92	422.211	-3.64483		23.8309	15.8662	0.00078278
1346.44	421.258	-3.64483		23.9023	16.0496	0.000785918
1346.97	420.304	-3.64483		23.9741	16.2345	0.000789056
1347.49	419.351	-3.64483		24.0463	16.4207	0.000792193
1348.02	418.398	-3.64483		24.119	16.6085	0.000795331
1348.54	417.445	-3.64483		24.1922	16.7977	0.000798468
1349.07	416.492	-3.64483		24.2657	16.9883	0.000801606
1349.59	415.538	-3.64483		24.3397	17.1804	0.000804743
1350.12	414.585	-3.64483		24.4142	17.3739	0.000807881
1350.64	413.632	-3.64483		24.4891	17.5689	0.000811018
1351.17	412.679	-3.64483		24.5644	17.7654	0.000814156
1351.69	411.726	-3.64483		24.6402	17.9634	0.000817294
1352.22	410.772	-3.64483		24.7165	18.1628	0.000820431
1352.74	409.819	-3.64483		24.7932	18.3638	0.000823569
1353.27	408.866	-3.64483		24.8703	18.5662	0.000826706
1353.79	407.913	-3.64483		24.9479	18.7702	0.000829844
1354.31	406.96	-3.64483		25.026	18.9756	0.000832981
1354.84	406.006	-3.64483		25.1045	19.1826	0.000836119
1355.36	405.053	-3.64483		25.1835	19.3911	0.000839256
1355.89	404.1	-3.64483		25.2629	19.6011	0.000842394
1356.41	403.147	-3.64483		25.3429	19.8126	0.000845532
1356.94	402.193	-3.64483		25.4232	20.0257	0.000848669
1357.46	401.24	-3.64483		25.5041	20.2403	0.000851807
1357.99	400.287	-3.64483		25.5854	20.4565	0.000854944
1358.51	399.334	-3.64483		25.6672	20.6742	0.000858082
1359.04	398.381	-3.64483		25.7494	20.8935	0.000861219
1359.56	397.427	-3.64483		25.8321	21.1143	0.000864357
1360.09	396.474	-3.64483		25.9153	21.3367	0.000867494
1360.61	395.521	-3.64483		25.999	21.5607	0.000870632
1361.14	394.568	-3.64483		26.0832	21.7863	0.00087377
1361.66	393.615	-3.64483		26.1678	22.0135	0.000876907
1362.19	392.661	-3.64483		26.253	22.2422	0.000880045
1362.71	391.708	-3.64483		26.3386	22.4726	0.000883182
1363.24	390.755	-3.64483		26.4247	22.7045	0.00088632
1363.76	389.802	-3.64483		26.5112	22.9381	0.000889457
1364.29	388.849	-3.64483		26.5983	23.1733	0.000892595
1364.81	387.895	-3.64483		26.6859	23.4101	0.000895732
1365.33	386.942	-3.64483		26.774	23.6485	0.00089887
1365.86	385.989	-3.64483		26.8625	23.8886	0.000902008
1366.38	385.036	-3.64483		26.9516	24.1303	0.000905145
1366.91	384.083	-3.64483		27.0411	24.3737	0.000908283
1367.43	383.129	-3.64483		27.1312	24.6187	0.00091142
1367.96	382.176	-3.64483		27.2217	24.8653	0.000914558
1368.48	381.223	-3.64483		27.3128	25.1136	0.000917695
1369.01	380.27	-3.64483		27.4043	25.3636	0.000920833
1369.53	379.316	-3.64483		27.4964	25.6153	0.00092397
1370.06	378.363	-3.64483		27.589	25.8686	0.000927108
1370.58	377.41	-3.64483		27.6821	26.1237	0.000930246
1371.11	376.457	-3.64483		27.7757	26.3804	0.000933383
1371.63	375.504	-3.64483		27.8698	26.6388	0.000936521
1372.16	374.55	-3.64483		27.9644	26.8989	0.000939658
1372.68	373.597	-3.64483		28.0595	27.1607	0.000942796
1373.21	372.644	-3.64483		28.1552	27.4243	0.000945933
1373.73	371.691	-3.64483		28.2514	27.6895	0.000949071
1374.26	370.738	-3.64483		28.3481	27.9565	0.000952208
1374.78	369.784	-3.64483		28.4453	28.2252	0.000955346
1375.3	368.831	-3.64483		28.5431	28.4957	0.000958484
1375.83	367.878	-3.64483		28.6414	28.7679	0.000961621
1376.35	366.925	-3.64483		28.7402	29.0418	0.000964759
1376.88	365.972	-3.64483		28.8396	29.3175	0.000967896
1377.4	365.018	-3.64483		28.9394	29.5949	0.000971034
1377.93	364.065	-3.64483		29.0399	29.8741	0.000974171
1378.45	363.112	-3.64483		29.1408	30.1551	0.000977309
1378.98	362.159	-3.64483		29.2423	30.4379	0.000980446
1379.5	361.206	-3.64483		29.3443	30.7224	0.000983584
1380.03	360.252	-3.64483		29.4469	31.0087	0.000986721
1380.55	359.299	-3.64483		29.55	31.2969	0.000989859
1381.08	358.346	-3.64483		29.6537	31.5868	0.000992997
1381.6	357.393	-3.64483		29.7579	31.8785	0.000996134
1382.13	356.439	-3.64483		29.8627	32.172	0.000999272
1382.65	355.486	-3.64483		29.968	32.4674	0.00100241
1383.18	354.533	-3.64483		30.0738	32.7646	0.00100555
1383.7	353.58	-3.64483		30.1802	33.0636	0.00100868
1384.23	352.627	-3.64483		30.2872	33.3644	0.00101182
1384.75	351.673	-3.64483		30.3947	33.6671	0.00101496
1385.28	350.72	-3.64483		30.5028	33.9716	0.0010181
1385.8	349.767	-3.64483		30.6115	34.2779	0.00102123
1386.32	348.814	-3.64483		30.7207	34.5862	0.00102437
1386.85	347.861	-3.64483		30.8304	34.8963	0.00102751
1387.37	346.907	-3.64483		30.9408	35.2082	0.00103065
1387.9	345.954	-3.64483		31.0517	35.522	0.00103378
1388.42	345.001	-3.64483		31.1632	35.8377	0.00103692
1388.95	344.048	-3.64483		31.2752	36.1553	0.00104006
1389.47	343.095	-3.64483		31.3878	36.4748	0.0010432
1390	342.141	-3.64483		31.501	36.7962	0.00104634
1390.52	341.188	-3.64483		31.6148	37.1194	0.00104947
1391.05	340.235	-3.64483		31.7291	37.4446	0.00105261
1391.57	339.282	-3.64483		31.8441	37.7717	0.00105575
1392.1	338.329	-3.64483		31.9596	38.1007	0.00105889
1392.62	337.375	-3.64483		32.0757	38.4316	0.00106202
1393.15	336.422	-3.64483		32.1924	38.7645	0.00106516
1393.67	335.469	-3.64483		32.3096	39.0993	0.0010683
1394.2	334.516	-3.64483		32.4275	39.4361	0.00107144
1394.72	333.562	-3.64483		32.5459	39.7747	0.00107457
1395.25	332.609	-3.64483		32.6649	40.1154	0.00107771
1395.77	331.656	-3.64483		32.7846	40.458	0.00108085
1396.29	330.703	-3.64483		32.9048	40.8025	0.00108399
1396.82	329.75	-3.64483		33.0256	41.1491	0.00108712
1397.34	328.796	-3.64483		33.147	41.4976	0.00109026
1397.87	327.843	-3.64483		33.2691	41.8481	0.0010934
1398.39	326.89	-3.64483		33.3917	42.2006	0.00109654
1398.92	325.937	-3.64483		33.5149	42.555	0.00109967
1399.44	324.984	-3.64483		33.6387	42.9115	0.00110281
1399.97	324.03	-3.64483		33.7632	43.27	0.00110595
1400.49	323.077	-3.64483		33.8882	43.6305	0.00110909
1401.02	322.124	-3.64483		34.0139	43.993	0.00111222
1401.54	321.171	-3.64483		34.1401	44.3575	0.00111536
1402.07	320.218	-3.64483		34.267	44.724	0.0011185
1402.59	319.264	-3.64483		34.3945	45.0926	0.00112164
1403.12	318.311	-3.64483		34.5226	45.4632	0.00112477
1403.64	317.358	-3.64483		34.6514	45.8359	0.00112791
1404.17	316.405	-3.64483		34.7807	46.2106	0.00113105
1404.69	315.452	-3.64483		34.9107	46.5873	0.00113419
1405.22	314.498	-3.64483		35.0413	46.9662	0.00113732
1405.74	313.545	-3.64483		35.1726	47.3471	0.00114046
1406.27	312.592	-3.64483		35.3044	47.73	0.0011436
1406.79	311.639	-3.64483		35.4369	48.1151	0.00114674
1407.31	310.685	-3.64483		35.57	48.5022	0.00114987
1407.84	309.732	-3.64483		35.7038	48.8914	0.00115301
1408.36	308.779	-3.64483		35.8382	49.2827	0.00115615
1408.89	307.826	-3.64483		35.9732	49.6762	0.00115929
1409.41	306.873	-3.64483		36.1089	50.0717	0.00116242
1409.94	305.919	-3.64483		36.2452	50.4693	0.00116556
1410.46	304.966	-3.64483		36.3821	50.8691	0.0011687
1410.99	304.013	-3.64483		36.5197	51.2709	0.00117184
1411.51	303.06	-3.64483		36.658	51.6749	0.00117497
1412.04	302.107	-3.64483		36.7968	52.0811	0.00117811
1412.56	301.153	-3.64483		36.9364	52.4894	0.00118125
1413.09	300.2	-3.64483		37.0766	52.8998	0.00118439
1413.61	299.247	-3.64483		37.2174	53.3124	0.00118752
1414.14	298.294	-3.64483		37.3589	53.7271	0.00119066
1414.66	297.341	-3.64483		37.501	54.144	0.0011938
1415.19	296.387	-3.64483		37.6438	54.5631	0.00119694
1415.71	295.434	-3.64483		37.7873	54.9843	0.00120008
1416.24	294.481	-3.64483		37.9314	55.4077	0.00120321
1416.76	293.528	-3.64483		38.0762	55.8334	0.00120635
1417.28	292.575	-3.64483		38.2217	56.2612	0.00120949
1417.81	291.621	-3.64483		38.3678	56.6912	0.00121263
1418.33	290.668	-3.64483		38.5146	57.1234	0.00121576
1418.86	289.715	-3.64483		38.662	57.5578	0.0012189
1419.38	288.762	-3.64483		38.8101	57.9944	0.00122204
1419.91	287.808	-3.64483		38.9589	58.4333	0.00122518
1420.43	286.855	-3.64483		39.1084	58.8743	0.00122831
1420.96	285.902	-3.64483		39.2586	59.3177	0.00123145
1421.48	284.949	-3.64483		39.4094	59.7632	0.00123459
1422.01	283.996	-3.64483		39.5609	60.211	0.00123773
1422.53	283.042	-3.64483		39.7131	60.661	0.00124086
1423.06	282.089	-3.64483		39.8659	61.1133	0.001244
1423.58	281.136	-3.64483		40.0195	61.5679	0.00124714
1424.11	280.183	-3.64483		40.1737	62.0247	0.00125028
1424.63	279.23	-3.64483		40.3287	62.4838	0.00125341
1425.16	278.276	-3.64483		40.4843	62.9452	0.00125655
1425.68	277.323	-3.64483		40.6406	63.4088	0.00125969
1426.21	276.37	-3.64483		40.7976	63.8748	0.00126283
1426.73	275.417	-3.64483		40.9553	64.343	0.00126596
1427.26	274.464	-3.64483		41.1137	64.8135	0.0012691
1427.78	273.51	-3.64483		41.2728	65.2864	0.00127224
1428.3	272.557	-3.64483		41.4326	65.7616	0.00127538
1428.83	271.604	-3.64483		41.5931	66.239	0.00127851
1429.35	270.651	-3.64483		41.7543	66.7188	0.00128165
1429.88	269.698	-3.64483		41.9163	67.201	0.00128479
1430.4	268.744	-3.64483		42.0789	67.6854	0.00128793
1430.93	267.791	-3.64483		42.2422	68.1722	0.00129106
1431.45	266.838	-3.64483		42.4062	68.6614	0.0012942
1431.98	265.885	-3.64483		42.571	69.1529	0.00129734
1432.5	264.931	-3.64483		42.7365	69.6467	0.00130048
1433.03	263.978	-3.64483		42.9027	70.143	0.00130361
1433.55	263.025	-3.64483		43.0696	70.6415	0.00130675
1434.08	262.072	-3.64483		43.2372	71.1425	0.00130989
1434.6	261.119	-3.64483		43.4055	71.6459	0.00131303
1435.13	260.165	-3.64483		43.5746	72.1516	0.00131616
1435.65	259.212	-3.64483		43.7444	72.6597	0.0013193
1436.17	258.271	-3.64483		43.9128	73.1638	0.0013224
1436.68	257.342	-3.64483		44.0797	73.6639	0.00132546
1437.19	256.424	-3.64483		44.2452	74.1598	0.00132848
1437.68	255.519	-3.64483		44.4092	74.6514	0.00133146
1438.18	254.625	-3.64483		44.5717	75.1387	0.0013344
1438.66	253.743	-3.64483		44.7327	75.6216	0.0013373
1439.14	252.873	-3.64483		44.8921	76.1	0.00134017
1439.61	252.016	-3.64483		45.0499	76.5738	0.00134299
1440.08	251.17	-3.64483		45.2061	77.043	0.00134578
1440.54	250.335	-3.64483		45.3607	77.5075	0.00134852
1440.99	249.513	-3.64483		45.5136	77.9672	0.00135123
1441.44	248.703	-3.64483		45.6649	78.422	0.00135389
1441.88	247.905	-3.64483		45.8144	78.8718	0.00135652
1442.31	247.118	-3.64483		45.9623	79.3166	0.00135911
1442.74	246.344	-3.64483		46.1084	79.7564	0.00136166
1443.16	245.581	-3.64483		46.2527	80.1909	0.00136417
1443.57	244.831	-3.64483		46.3953	80.6202	0.00136664
1443.98	244.092	-3.64483		46.536	81.0442	0.00136907
1444.38	243.365	-3.64483		46.6749	81.4629	0.00137146
1444.77	242.65	-3.64483		46.812	81.876	0.00137382
1445.16	241.947	-3.64483		46.9472	82.2837	0.00137613
1445.54	241.256	-3.64483		47.0805	82.6858	0.00137841
1445.91	240.577	-3.64483		47.2119	83.0822	0.00138064
1446.28	239.91	-3.64483		47.3414	83.4729	0.00138284
1446.64	239.254	-3.64483		47.4689	83.8578	0.00138499
1446.99	238.611	-3.64483		47.5944	84.2369	0.00138711
1447.34	237.98	-3.64483		47.718	84.6101	0.00138919
1447.68	237.36	-3.64483		47.8396	84.9774	0.00139123
1448.02	236.752	-3.64483		47.9591	85.3386	0.00139323
1448.34	236.157	-3.64483		48.0766	85.6937	0.00139519
1448.66	235.573	-3.64483		48.192	86.0426	0.00139711
1448.98	235.001	-3.64483		48.3054	86.3854	0.001399
1449.29	234.441	-3.64483		48.4167	86.7219	0.00140084
1449.59	233.893	-3.64483		48.5258	87.0522	0.00140264
1449.89	233.356	-3.64483		48.6329	87.376	0.00140441
1450.17	232.832	-3.64483		48.7378	87.6934	0.00140613
1450.46	232.32	-3.64483		48.8405	88.0044	0.00140782
1450.73	231.819	-3.64483		48.941	88.3089	0.00140947
1451	231.331	-3.64483		49.0394	88.6067	0.00141108
1451.26	230.854	-3.64483		49.1356	88.898	0.00141264
1451.52	230.39	-3.64483		49.2295	89.1826	0.00141417
1451.77	229.937	-3.64483		49.3213	89.4605	0.00141566
1452.01	229.496	-3.64483		49.4107	89.7316	0.00141712
1452.25	229.067	-3.64483		49.498	89.996	0.00141853
1452.48	228.65	-3.64483		49.5829	90.2534	0.0014199
1452.7	228.245	-3.64483		49.6656	90.5041	0.00142123
1452.92	227.852	-3.64483		49.7459	90.7477	0.00142253
1453.13	227.47	-3.64483		49.824	90.9845	0.00142378
1453.33	227.101	-3.64483		49.8997	91.2142	0.001425
1453.53	226.744	-3.64483		49.9732	91.4369	0.00142618
1453.72	226.398	-3.64483		50.0442	91.6525	0.00142731
1453.9	226.064	-3.64483		50.1129	91.8609	0.00142841
1454.08	225.743	-3.64483		50.1793	92.0623	0.00142947
1454.25	225.433	-3.64483		50.2433	92.2565	0.00143049
1454.41	225.135	-3.64483		50.3049	92.4434	0.00143147
1454.57	224.849	-3.64483		50.3641	92.6231	0.00143241
1454.72	224.575	-3.64483		50.4209	92.7956	0.00143331
1454.86	224.313	-3.64483		50.4753	92.9607	0.00143418
1455	224.063	-3.64483		50.5273	93.1186	0.001435
1455.13	223.824	-3.64483		50.5768	93.2691	0.00143578
1455.26	223.598	-3.64483		50.6239	93.4122	0.00143653
1455.38	223.384	-3.64483		50.6686	93.5479	0.00143724
1455.49	223.181	-3.64483		50.7109	93.6762	0.0014379
1455.59	222.99	-3.64483		50.7506	93.797	0.00143853
1455.69	222.812	-3.64483		50.788	93.9104	0.00143912
1455.78	222.645	-3.64483		50.8228	94.0163	0.00143967
1455.87	222.49	-3.64483		50.8552	94.1148	0.00144018
1455.95	222.347	-3.64483		50.8852	94.2057	0.00144065
1456.02	222.216	-3.64483		50.9126	94.2891	0.00144108
1456.08	222.097	-3.64483		50.9376	94.3649	0.00144147
1456.14	221.989	-3.64483		50.96	94.4332	0.00144182
---END---
###Movement values in mm###
X	Y	A		sX	sY	sA
1456.14	221.989	-3.64483		50.96	46.3651	-0.173843
1456.14	221.989	-3.64451		50.9605	46.3652	-0.173843
1456.14	221.989	-3.64403		50.9611	46.3654	-0.173842
1456.14	221.989	-3.64339		50.962	46.3656	-0.173842
1456.14	221.989	-3.64259		50.9631	46.366	-0.173842
1456.14	221.989	-3.64163		50.9644	46.3664	-0.173842
1456.14	221.989	-3.64051		50.9659	46.3668	-0.173842
1456.14	221.989	-3.63923		50.9677	46.3673	-0.173841
1456.14	221.989	-3.63779		50.9696	46.3679	-0.173841
1456.14	221.989	-3.63619		50.9718	46.3686	-0.17384
1456.14	221.989	-3.63443		50.9743	46.3693	-0.17384
1456.14	221.989	-3.63251		50.9769	46.37	-0.17384
1456.14	221.989	-3.63043		50.9798	46.3708	-0.173839
1456.14	221.989	-3.62819		50.9829	46.3717	-0.173839
1456.14	221.989	-3.62579		50.9862	46.3726	-0.173838
1456.14	221.989	-3.62323		50.9897	46.3736	-0.173837
1456.14	221.989	-3.62051		50.9935	46.3746	-0.173837
1456.14	221.989	-3.61762		50.9976	46.3757	-0.173836
1456.14	221.989	-3.61458		51.0018	46.3768	-0.173835
1456.14	221.989	-3.61138		51.0063	46.378	-0.173834
1456.14	221.989	-3.60802		51.0111	46.3792	-0.173834
1456.14	221.989	-3.6045		51.016	46.3805	-0.173833
1456.14	221.989	-3.60082		51.0213	46.3818	-0.173832
1456.14	221.989	-3.59698		51.0267	46.3831	-0.173831
